Rxn name	Formula	Gene-reaction association	LB	UB	Objective
UACMAMO	h2o[c] + 2 nad[c] + uacmam[c]  -> 3 h[c] + 2 nadh[c] + uacmamu[c] 	(b3787)	  0.00	1000.00	  0.00
UAG2Ei	uacgam[c]  -> uacmam[c] 	(b3786)	  0.00	1000.00	  0.00
UAGAAT	3hmrsACP[c] + uacgam[c]  <=> ACP[c] + u3aga[c] 	(b0181)	-1000.00	1000.00	  0.00
UAGCVT	pep[c] + uacgam[c]  -> pi[c] + uaccg[c] 	(b3189)	  0.00	1000.00	  0.00
UAGDP	acgam1p[c] + h[c] + utp[c]  -> ppi[c] + uacgam[c] 	(b3730)	  0.00	1000.00	  0.00
UAGPT3	uacgam[c] + uagmda[c]  -> h[c] + uaagmda[c] + udp[c] 	(b0090)	  0.00	1000.00	  0.00
UAMAGS	atp[c] + glu_DASH_D[c] + uama[c]  -> adp[c] + h[c] + pi[c] + uamag[c] 	(b0088)	  0.00	1000.00	  0.00
UAMAS	ala_DASH_L[c] + atp[c] + uamr[c]  -> adp[c] + h[c] + pi[c] + uama[c] 	(b0091)	  0.00	1000.00	  0.00
UAPGR	h[c] + nadph[c] + uaccg[c]  -> nadp[c] + uamr[c] 	(b3972)	  0.00	1000.00	  0.00
UDCPDP	h2o[c] + udcpdp[c]  -> h[c] + pi[c] + udcpp[c] 		  0.00	1000.00	  0.00
UDCPDPS	frdp[c] + 8 ipdp[c]  -> 8 ppi[c] + udcpdp[c] 	(b0174)	  0.00	1000.00	  0.00
UDPG4E	udpg[c]  <=> udpgal[c] 	(b0759)	-1000.00	1000.00	  0.00
UDPGALM	udpgal[c]  -> udpgalfur[c] 	(b2036)	  0.00	1000.00	  0.00
UDPGD	h2o[c] + 2 nad[c] + udpg[c]  -> 3 h[c] + 2 nadh[c] + udpglcur[c] 	(b2028)	  0.00	1000.00	  0.00
UGLT	gal1p[c] + udpg[c]  <=> g1p[c] + udpgal[c] 	(b0758)	-1000.00	1000.00	  0.00
UGLYCH	h2o[c] + 2 h[c] + urdglyc[c]  -> co2[c] + glx[c] + 2 nh4[c] 	(b0505)	  0.00	1000.00	  0.00
UGMDDS	alaala[c] + atp[c] + ugmd[c]  -> adp[c] + h[c] + pi[c] + ugmda[c] 	(b0086)	  0.00	1000.00	  0.00
UHGADA	h2o[c] + u3aga[c]  -> ac[c] + u3hga[c] 	(b0096)	  0.00	1000.00	  0.00
UMPK	atp[c] + ump[c]  <=> adp[c] + udp[c] 	((b0171) or (b0910))	-1000.00	1000.00	  0.00
UNK3	2kmb[c] + glu_DASH_L[c]  -> akg[c] + met_DASH_L[c] 		  0.00	1000.00	  0.00
UPP3MT	2 amet[c] + uppg3[c]  -> 2 ahcys[c] + dscl[c] + h[c] 	((b3803) or (b3368))	  0.00	1000.00	  0.00
UPP3S	hmbil[c]  -> h2o[c] + uppg3[c] 	(b3804)	  0.00	1000.00	  0.00
UPPDC1	4 h[c] + uppg3[c]  -> 4 co2[c] + cpppg3[c] 	(b3997)	  0.00	1000.00	  0.00
UPPRT	prpp[c] + ura[c]  -> ppi[c] + ump[c] 	(b2498)	  0.00	1000.00	  0.00
URAt2	h[e] + ura[e]  -> h[c] + ura[c] 	(b2497)	  0.00	1000.00	  0.00
URAt2r	h[e] + ura[e]  <=> h[c] + ura[c] 	(b1006)	-1000.00	1000.00	  0.00
UREAt	urea[e]  <=> urea[c] 	(b3927)	-1000.00	1000.00	  0.00
URIDK2r	atp[c] + dump[c]  <=> adp[c] + dudp[c] 	(b0171)	-1000.00	1000.00	  0.00
URIK2	gtp[c] + uri[c]  -> gdp[c] + h[c] + ump[c] 	(b2066)	  0.00	1000.00	  0.00
URIt2	h[e] + uri[e]  -> h[c] + uri[c] 	((b2964) or (b2393))	  0.00	1000.00	  0.00
URIt2r	h[e] + uri[e]  <=> h[c] + uri[c] 	(b2406)	-1000.00	1000.00	  0.00
USHD	h2o[c] + u23ga[c]  -> 2 h[c] + lipidX[c] + ump[c] 	(b0480)	  0.00	1000.00	  0.00
VALTA	akg[c] + val_DASH_L[c]  <=> 3mob[c] + glu_DASH_L[c] 	(b3770)	-1000.00	1000.00	  0.00
VALabc	atp[c] + h2o[c] + val_DASH_L[e]  -> adp[c] + h[c] + pi[c] + val_DASH_L[c] 	((b3455) and (b3454) and (b3460) and (b3457) and (b3456))	  0.00	1000.00	  0.00
VALt2r	h[e] + val_DASH_L[e]  <=> h[c] + val_DASH_L[c] 	(b0401)	-1000.00	1000.00	  0.00
VPAMT	3mob[c] + ala_DASH_L[c]  -> pyr[c] + val_DASH_L[c] 	(b3572)	  0.00	1000.00	  0.00
X5PL3E	xu5p_DASH_L[c]  -> ru5p_DASH_L[c] 	(b4197)	  0.00	1000.00	  0.00
XANt	xan[e]  <=> xan[c] 		-1000.00	1000.00	  0.00
XANt2	h[e] + xan[e]  -> h[c] + xan[c] 	(b3654)	  0.00	1000.00	  0.00
XPPT	prpp[c] + xan[c]  -> ppi[c] + xmp[c] 	(b0238)	  0.00	1000.00	  0.00
XTSNt2r	h[e] + xtsn[e]  <=> h[c] + xtsn[c] 	(b2406)	-1000.00	1000.00	  0.00
XYLI1	xyl_DASH_D[c]  <=> xylu_DASH_D[c] 	(b3565)	-1000.00	1000.00	  0.00
XYLI2i	fru[c]  -> glc_DASH_D[c] 	(b3565)	  0.00	1000.00	  0.00
XYLK	atp[c] + xylu_DASH_D[c]  -> adp[c] + h[c] + xu5p_DASH_D[c] 	(b3564)	  0.00	1000.00	  0.00
XYLabc	atp[c] + h2o[c] + xyl_DASH_D[e]  -> adp[c] + h[c] + pi[c] + xyl_DASH_D[c] 	((b3568) and (b3566) and (b3567))	  0.00	1000.00	  0.00
